"project_id","item_key","text","cluster"
"Apache httpd-2",46762,"Error, SSL/TLS libraries were missing or unusable",29
"Apache httpd-2",46946,"mod_mbox shows email addresses in plain text",29
"Batik - Now in Jira",37496,"The attribute 'transform' of the element <path> is invalid",29
"APR",51368,"test failures on MinGW",29
"Apache httpd-2",53313,"SSI #echo VAR fails (#include OK) if URI/URL has filename postpended",29
"Apache httpd-2",59301,"cross compiled 2.4.18 for Qnap, ok but try ot upgrade to 2.4.20 failed (same error when i try upgrade from 2.4.16 to 2.4.18)",29
"POI",59388,"setComment with option isVisible",29
"Fop - Now in Jira",48002,"[PATCH] AFP plot values are incorrectly calculated in page overlays when renderer-resolution setting not 240dpi",29
"Apache httpd-2",45868,"mod_mem_cache update of headers in cache object isn't atomic",29
"Apache httpd-2",52465,"mod_dir is allowed to redirect proxy requests",29
"APR",45455,"rwlock sometimes allows a writer to take the lock while a reader has the lock",29
"Fop - Now in Jira",46813,"[PATCH] block margin as percentage problem on 1st block in block-container",29
"Apache httpd-2",49391,"mod_disk_cache needs to register a cleanup to kill failed responses",29
"Ant",59321,"bootstrap/bin/ant script fails when building ant with syntax error, possibly an un-matched quote",29
"Apache httpd-2",46785,"Child process increases to 100% (CPU)",29
"Apache httpd-2",35154,"Support for NID_serialNumber, etc. in SSLUserName",29
"Apache httpd-2",58984,"mod_rewrite documentation for R flag should include note about supported status codes",29
"POI",59180,"XSSFGraphicFrame hides anchor from XSSFShape",29
"Slide",32567,"adding table prefixes",29
"Apache httpd-2",51864,"mod_cache returns entire entity from origin server when partial entity requested, in violation of RFC2616 SHOULD clause",29
"Apache httpd-2",52884,"""localhost"" leads to start failure",29
"Ant",50482,"JUnit test crash when executed from Ant with empty jvmarg option",29
"Apache httpd-2",56740,"suspended_count not maintained properly with wstunnel",29
"Apache httpd-2",40060,"AuthGroupFile should accept /etc/group syntax",29
"Apache httpd-2",47706,"(20014)Internal error: proxy: error reading status line from remote server",29
"POI",60097,"when the doc file contains some form of a table, the doc file written by HWPF can not be opened.",29
"POI",56742,"Filename missing from result of getFormulaCell for formulas that reference ranges in other files",29
"APR",56946,"vformatter should always treat ll format prefix as 64 bit",29
"Apache httpd-2",57515,"Define/Undefine don't work reasonably outside of global scope",29
"BCEL - Now in Jira",44083,"Problems with LVTT",29
"XmlCommons - Now in JIRA",41555,"ResolvingXMLReader should consider setXIncludeAware(boolean)",29
"Apache httpd-2",56889,"Close state never dies",29
"Batik - Now in Jira",48468,"Issues with Squiggle's DOM Viewer highlight shape and node finder",29
"Apache httpd-2",38923,"mod_speling incorrectly escapes linked URLs",29
"JMeter",51938,"ClientJMeterEngine can leave server in busy state",29
"Apache httpd-2",47716,"LimitRequestFieldSize and friends not merged well",29
"Batik - Now in Jira",53603,"""XML External Entities"" vulnerability",29
"Apache httpd-2",59658,"CacheIgnoreNoLastMod doc and code don't agree",29
"POI",58460,"Cell.getDateCellValue() does not document special case when cell value is between 0 and 1",29
"Batik - Now in Jira",51129,"Old DOM example in SVG DOM API page",29
"Tomcat 6",44294,"Support for EL functions with varargs",29
"Ant",54180,"[PATCH] junitreport: Shortcut to scroll to next error/failure",29
"Tomcat 7",50019,"Adding JNDI ""lookup-name"" support In XML and Resource Annotations",29
"Apache httpd-2",55106,"ProxyErrorOverride considers response codes >= 400 to be errors",29
"JMeter",58506,"JMS Point-to-point sampler should offer an async using temp queue mode and prevent hangs by supporting a reply timeout",29
"Log4j - Now in Jira",43619,"Simple proposal for pluggable sys-props resolvers",29
"Apache httpd-2",45302,"ServerRoot directive",29
"Ant",35231,"Non-verbose 'preserve' in task 'zip' and 'jar'",29
"POI",56887,"[PATCH] Remove names pointing at a sheet when the sheet is deleted",29
"Ant",43349,"Add ability to specify a multiplier to all memory allocations -for Java64 users",29
"Tomcat 6",46350,"Maven repository should contain source bundles",29
"Log4j - Now in Jira",49177,"SyslogAppender: Make the maximum package size configurable",29
"Apache httpd-2",57211,"Config-time options",29
"POI",53309,"Adding image to header",29
"Log4j - Now in Jira",57568,"Suggestion: provide sources for apache-log4j-extras",29
"POI",48326,"Methods to style a cell comment",29
"Tomcat Modules",52024,"Custom interceptor to support automatic failover of mirrored database",29
"APR",56679,"apr_hash: Allow specification of the initial max size during creation",29
"Apache httpd-2",22686,"ab: apr_poll: The timeout specified has expired (70007)",29
"Crimson",6171,"Element.setAttribute(""x"",null) should throw exception?",29
"Xerces-J",7065,"Xerces encodes strange characters but can't parse them",29
"Fop - Now in Jira",21265,"referencing a custom font (TTF or Adobe Type 1) for a pdf document fails witch fop-0.20.4",29
"Fop - Now in Jira",45159,"fop buzzed on footnotes near page break",29
"Xerces-J",5586,"make parser faster !",29
"Apache httpd-2",39737,"LogFormat ""%{tid}P"" reports wrong thread id on Windows",29
"Crimson",11597,"Namespace URI of element reported incorrectly",29
"Batik - Now in Jira",26309,"Non-horizontal text rendered incorrectly when creating SVG",29
"Xerces-J",5196,"False multiple identity constraints",29
"Fop - Now in Jira",49233,"conversion B&W GIF=>PDF creates PDF with colorspace RGB if FOP0.95 and Gray if FOP0.20.5",29
"Ant",39000,"j.u.concurrent in junit4 stack traces with timeout",29
"Fop - Now in Jira",36408,"FOP hyphenation splits consecutive digits onto separate rows",29
"Crimson",7884,"Endless loop if EOF in CDATA section (InputEntity.unparsedContent)",29
"Ant",21494,"<property>: version of location to search parent dirs",29
"Apache httpd-2",28903,"Hooks to add environment variables to CGI and other scripted content handlers",29
"Ant",21071,"Improve JUnit XML reporting when not using batchtest",29
"Lenya",30010,"switch language in authoring",29
"Ant",22370,"enhance <available> to test for owner, group and permissions - security feature",29
"Ant",23874,"New wlstart task to start weblogic managed servers",29
"Ant",30651,"Add ability to pass arbitrary arguments after a special -- marker as special $ properties",29
"BCEL - Now in Jira",46254,"InstructionFactory, design issue, createDUP returns static reference",29
"Apache httpd-2",45525,"Switch mod_autoindex to Tango icons",30
"Ant",45718,"Enhance bzip2 for Hadoop",30
"POI",46898,"[PATCH] Unexpected Error -60 Circular reference",30
"Apache httpd-2",41114,"ACL HTTP method is rejected by mod_proxy_ajp",30
"Apache httpd-2",59090,"Issue with WebDav - org.apache.http.NoHttpResponseException",30
"Batik - Now in Jira",51805,"Invalid byte 1 of 1-byte UTF-8 sequence Exception",30
"Log4j - Now in Jira",53392,"Rolling file cannot be written, suspecting infinite loop with log4j 1.2.16",30
"Fop - Now in Jira",53927,"fop extension crop-box not supported for postscript rendering",30
"Apache httpd-2",57511,"Opening plain TCP Socket on SSL port causes denial of new connections",30
"Slide",38447,"IndexConfiguration always use the default analyzer",30
"Tomcat 8",56890,"getRealPath returns null",30
"Batik - Now in Jira",35922,"SVG rendering is offset and/or missing.",30
"Batik - Now in Jira",51428,"Parser hangs in parseStyleSheet function.",30
"POI",47950,"No case insensitivity handling for OLE2 entry names",30
"Lenya",44570,"Setting up Eclipse Documentation missing some information",30
"Lenya",46001,"Menubar doesn't work if page contains an iframe",30
"POI",49315,"Crash when opening Microsoft EXCEL workbook in Windows7",30
"Apache httpd-2",58732,"Error Log isn't writing When Apache Shutdown with rotatelogs",30
"Security - Now in JIRA",40826,"Private keys must be instance of RSAPrivate or have PKCS#8 encoding",30
"APR",53427,"apr_network: Fixed underquoted definitions added a default to TRY_RUN for cross-compiling",30
"Batik - Now in Jira",49549,"SVGCSSStyler places 'fill' in style attribute for animate/animateColor/animateMotion/animateTransform/set elements",30
"Apache httpd-2",46685,"401 sent without WWW-Authenticate header when requesting DirectoryIndex if file protected",30
"POI",55487,"can't  turn  graphical  objects  to  picture  when  turn  doc  files  to  html  files.",30
"APR",48247,"Apache HTTP server could not respond HEAD message under PPC platform when using apr1.3.5",30
"Apache httpd-2",57506,"<If> directive doesn't work within a <Location> section",30
"Slide",41838,"HashMap infinite loop",30
"Apache httpd-2",55535,"incorrect check state parametr",30
"POI",53528,"Inserting consecutive character runs with different character properties not works properly",30
"POI",59893,"Forbid calls to InputStream.available",30
"Fop - Now in Jira",46277,"[PATCH] RTF - Block elements with id but without other content shouldn't create a paragraph",30
"Apache httpd-2",52795,"mod_fcgid fails to spawn process in C:\Program Files",30
"Log4j - Now in Jira",53635,"LOG4J logging does not work correctly on Solaris when the interrupted flag of the Thread is set",30
"JMeter",54156,"DurationAssertion does not seem to make difference between Main sample only and Main sample and sub-samples for time",30
"Apache httpd-2",56719,"parallel requests get served with delays",30
"POI",57462,"Problem with autofilter when reordering sheets.",30
"Apache httpd-2",45788,"mod_log_forensic output shouldn't be buffered when piped to filter",30
"Apache httpd-2",44631,"with-included-apr fails to work when using a separate buildroot",30
"XMLGraphicsCommons - Now in Jira",53328,"TestCase testICCProfiles fails with OpenJDK or Oracle Java7",30
"Log4j - Now in Jira",44727,"Add missing Logger#isErrorEnabled and isWarningEnabled methods",30
"Apache httpd-2",50878,"redundant operation when calling apr_stat",30
"APR",56090,"installbuilddir as defined with --enable-layout is not used",30
"Apache httpd-2",45355,"ab text and html output jumbo unification",30
"Batik - Now in Jira",53652,"Printing irregularities in Java 7",30
"JMeter",56983,"View Results Tree:When reloading results from XML, content type is not filled in SampleResult",30
"POI",58805,"Header and footer corruption on Run text replacement",30
"POI",58227,"Excel Data table not evaluated",30
"POI",57037,"RecordFormatException - Leftover 486 bytes in subrecord data",30
"Apache httpd-2",54310,"mod_proxy_html drops meta elements with http-equiv=""Content-Type"" even when it would fit",30
"Apache httpd-2",47138,"Reverse Proxy & Balancer generate error fault when shutting down on windows",30
"APR",54092,"crypto include fix, and make uuid collision less likely",30
"Apache httpd-2",52807,"some random strings are accepted by ""configure"" as an option without warning or notification",30
"Batik - Now in Jira",40450,"OutofMemory Exception swallowed.",30
"Apache httpd-2",40174,"Unable to get IndexOptionis ScanHTMLTitles to work as expected.",30
"Apache httpd-2",58334,"WebDAV HTTP access does not include meta tag for charset",30
"Tomcat 7",57827,"Enable adding/removing of members via jmx in a static-membership cluster",30
"Apache httpd-2",49981,"Requesting SSLCertificateKeyFile Dialog functionality",30
"Apache httpd-2",56528,"""bad flags delimiter"" - improve helpfulness",30
"POI",59287,"Provide a write() method and change semantics of close() to not automatically write",30
"Apache httpd-2",38369,"mod_proxy keeps alive connections that should be broken",30
"Tomcat 7",51423,"[Patch] to add a path and a version parameters to the list command",30
"APR",57955,"Be able to control the TCP keepalive idle time",30
"APR",47931,"It is not possible to use CALL MySQL method with apr_dbd_mysql",30
"Log4j - Now in Jira",51784,"logger adapter, delagate call to logging method",30
"Tomcat 7",52952,"Improve ExtensionValidator handling for embedded scenarios",30
"JMeter",53739,"Summariser: allow delta to be logged more often that running total",30
"Apache httpd-2",60186,"Adding a SSL Verify directive to accept expired client certificate",30
"Apache httpd-2",58598,"Internal Server Error (500) when requesting non-existing LDAP attribute",30
"Fop - Now in Jira",46980,"[PATCH]internal named destinations",30
"Apache httpd-2",52322,"Providing BBC developed httpd modules for inclusion in the standard distribution.",30
"JMeter",57493,"Create a documentation page for properties",30
"JMeter",59012,"JMeter distributed test does not have capability to store test results only on slave machines",30
"Apache httpd-2",38355,"DSO support for mod_rewrite",30
"Apache httpd-2",55068,"root permissions when writing to per vhosts errorlog (security)",30
"Log4j - Now in Jira",55830,"Extending RollingFileAppender is awkward",30
"Apache httpd-2",42699,"share mod_logio data with other modules",30
"Log4j - Now in Jira",49571,"refreshing log4j - reconfigurable from log4j.properties and safe in J2EE",30
"APR",47605,"apr-config: support for ""--configure""",30
"Ant",36270,"[PATCH] code to support browse task",30
